gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
563;MSP des Halles ;;0.99999996632986;82013_0230_00015;15;Boulevard de Verdun;82500;82013;Beaumont-de-Lomagne;43.8803;0.987316;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18085;18085;2021-01-22 14:36:31.690008;;8h/12h-14h/20h;8h/12h-14h/20h;fermé8h/12h-14h/20h;8h/12h-14h/20h;8h/12h-14h/20h;8h/12h-14h/18h;fermé;t;;2021-01-18;https://www.maiia.com/centre-de-vaccination/82500-beaumont-de-lomagne-/centre-de-vaccination---maison-de-sante-des-halles;+33800541919;;;t;;;;{}
1756;antenne MSP St Just en Chevalet ;;0.99999993128838;42248_0240_00028;28;Place du 11 Novembre;42430;42248;Saint-Just-en-Chevalet;45.9141;3.84584;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;315;2021-05-31 20:00:03.321842;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/saint-just-en-chevalet/centre-de-vaccination-covid-19-maison-de-sante-du-pays-d-urfe?pid=practice-175972&enable_cookies_consent=1;;;;;;t;;{}
2601;Centre de vaccination Le Chesnay-Rocquencourt;Arrêté Préfectoral du 21/05/2021 (RAA 78-2021-108 Spécial);0.99999980273042;78524_0024_00001;1;Rue de l’Etang;78150;78158;Le Chesnay-Rocquencourt;48.8329;2.11559;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18227;18227;2021-05-27 11:27:27.660035;OUI;13:00-17:00;13:00-17:00;13:00-17:00;13:00-17:00;13:00-17:00;fermé;fermé;t;;2021-05-25;https://www.doctolib.fr/centre-de-sante/le-chesnay-rocquencourt/centre-de-vaccination-du-chesnay-rocquencourt?highlight%5Bspeciality_ids%5D%5B%5D=5494;+33182083839;;;t;f;f;f;
384;Centre de vaccination du CH William Morey;;0.9999953978053;71076_1134_00005;4;Rue Capitaine Drillien;71100;71076;Chalon-sur-Saône;46.777;4.84079;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;18195;2021-05-31 20:00:02.470458;;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;fermé;fermé;;;;https://partners.doctolib.fr/hopital-public/chalon-sur-saône/ch-chalon-sur-saone-centre-de-vaccination-covid-19?speciality_id=5494&enable_cookies_consent=1;;;Réservé aux professionnels de santé;;;;;{}
855;Centre de vaccination territorial du Haut Val d'Oise;2021-30;0.9999999719783;95313_0100_00010;9;Rue Chantepie Mancier;95290;95313;L'Isle-Adam;49.1138;2.22138;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18250;2021-05-31 20:00:02.776364;;fermé;fermé;fermé;14h-18h;14h-18h;10h-18h;fermé;t;;2021-01-21;https://partners.doctolib.fr/espic-etablissement-de-sante-prive-d-interet-collectif/l'isle-adam/centre-de-vaccination-covid19-de-l-isle-adam-hopital-chantepie-mancier?speciality_id=5494&enable_cookies_consent=1;+33659103906;;;t;;;;{}
1750;EMV Domicile Vexin Pean;;1;95039_0621_00033;;Rue Roger Tagliana;95430;95039;Auvers-sur-Oise;49.0679;2.15534;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18250;18250;2021-03-09 12:21:44.344697;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-08;;;;;;;t;;{}
143;CH LIBOURNE;;0.99999898367799;33243_0960_00112;112;Rue de la Marne;33500;33243;Libourne;44.9187;-0.229689;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18269;2021-02-08 16:54:26.287602;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-01-07;https://vaccination-covid.keldoc.com/centre-hospitalier/libourne-33500/centre-hospitalier-de-libourne?category=2708&specialty=144;+33524501717;;;t;;;;{}
682;Centre de vaccination - CH Saint Céré;;0.99999885778384;46251_0315_00100;100;Rue du Pré d'Aubié;46400;46251;Saint-Céré;44.8623;1.88751;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18080;18080;2021-05-31 20:00:02.663499;;ouvert;ouvert;ouvert;ouvert;ouvert;;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/saint-cere/centre-de-vaccination-covid-ch-saint-jacques-saint-cere?pid=practice-182766&enable_cookies_consent=1;+33800541919;;;t;;;;{}
724;Centre de vaccination du CH de Capesterre Belle Eau;;0.99999889760776;97107_0237_01464;1464;Allee Saint Sauveur;97130;97107;Capesterre-Belle-Eau;16.0041;-61.5991;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;13179;13179;2021-01-22 19:00:02.089898;;fermé;08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;fermé;fermé;t;;;https://vaccination-covid.keldoc.com/centre-hospitalier/capesterre-belle-eau-97130/centre-hospitalier-de-capesterre-belle-eau/centre-de-vaccination-du-centre-hospitalier-de-capesterre-belle-eau;05 90 99 14 74;;;;;;;{}
1757;antenne MSP St Bonnet le Courreau ;;0.99999999088937;42205_0155_00020;20;Route de Fraisse;42940;42205;Saint-Bonnet-le-Courreau;45.6595;3.94395;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;315;2021-03-24 08:50:27.769699;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{}
1557;EMV Conseil Départemental 77;;0.99999998431227;77288_1410_00010;10;Place de la Prefecture;77000;77288;Melun;48.5415;2.6552;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18903;18903;2021-02-24 17:23:46.564827;EMV ;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;2021-03-01;;;;EMV-non ouvert à la réservation;;f;t;;{}
1020;CDV31 Ramonville Saint Agne;;0.99999990068552;31446_0319_00007;;Rue Irène Joliot Curie;31520;31446;Ramonville-Saint-Agne;43.5504;1.48304;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18108;18108;2021-02-11 11:20:38.979114;Oui;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;fermé;fermé;t;;2021-01-21;https://vaccination-covid.keldoc.com/cabinet-medical/ramonville-saint-agne-31520/centre-de-vaccination-ramonville-saint-agne/centre-de-vaccination-de-ramonville-saint-agne-00d84921944f81a0;+33800541919;;;t;;;;{}
726;Centre de vaccination de l'Hôpital de Beaujeu;2021-10-0091;0.99999892622719;69018_wwwycd_00263;;Rue du Docteur Giraud;69430;69018;Beaujeu;46.1531;4.58885;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;11598;2021-05-31 20:00:02.695311;;;;;;;fermé;fermé;t;;2021-01-21;https://partners.doctolib.fr/hopital-public/belleville-en-beaujolais/centre-de-vaccination-covid-belleville?speciality_id=5494&enable_cookies_consent=1;+33423101010;;;;;f;;
1690;Ecole Départementale d'Incendie et de Secours 91;;0.99999999999506;91235_1850_00011;11;Avenue des Peupliers;91700;91235;Fleury-Mérogis;48.6415;2.38313;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18193;18193;2021-05-31 20:00:03.28833;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-06;https://partners.doctolib.fr/centre-de-sante/fleury-merogis/centre-de-vaccination-covid-19-ecole-departementale-d-incendie-et-de-secours-91?pid=practice-175260&enable_cookies_consent=1;;;;t;;f;f;"{""Sécurité Civile""}"
303;AVICENNE;;0.99999892171357;93008_8540_00079;125;Rue de Stalingrad;93000;93008;Bobigny;48.9151;2.42922;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18279;2021-05-31 20:00:02.423544;; 9h/12h30 et 13h30/16h30;9h/12h30 et 13h30/16h30;9h/12h30 et 13h30/16h30; 9h/12h30 et 13h30/16h30;9h/12h30 et 13h30/16h30;9h/12h30 et 13h30/16h30;fermé;t;;2021-01-07;https://partners.doctolib.fr/hopital-public/bobigny/centres-de-vaccination-hopital-avicenne-ap-hp?pid=practice-178755&enable_cookies_consent=1;08 09 10 20 89;;;t;;f;f;
2524;Centre de Vaccination Croix-Rouge;;1;97302_1000_00001;1;Place Victor Schoelcher;97300;97302;Cayenne;4.93756;-52.3349;130007859;8412Z;AGENCE REGIONALE SANTE DE GUYANE;66;AV DES FLAMBOYANTS;97300;97302;CAYENNE;14930;14930;2021-05-04 02:46:43.02967;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-05-04;;;;;;f;t;;"{""Equipe mobile""}"
1704;Trouy/Plaimpied Cv éphémère;;0.99999968167186;18267_0003_00064;;;18570;18267;Trouy;47.009;2.35642;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-05-31 20:00:03.300464;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/vaccination-covid-19/trouy/centre-de-vaccination-covid-trouy-plaimpied?pid=practice-176432&enable_cookies_consent=1;;;;;;t;;{}
1691;Centre de Palaiseau - Complexe sportif J. Allain;;0.99999931527541;91477_5010_00051;51;Chemin de Vauhallan;91120;91477;Palaiseau;48.7204;2.23485;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18193;18150;2021-05-31 20:00:03.289305;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-06;https://partners.doctolib.fr/centre-de-sante/palaiseau/centre-de-vaccination-covid-19-de-palaiseau-complexe-sportif-j-allain?pid=practice-175257&enable_cookies_consent=1;;;;t;;f;f;
1751;Centre de vaccination COVID 19 : Site de Grand Ilet;;0.99999982043034;97421_0252_00017;10;Rue du Père Eugene Jouanno;97433;97421;Salazie;-21.0307;55.4773;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;AV GEORGES BRASSENS;97490;97411;SAINT-DENIS;14523;14523;2021-04-28 15:42:26.955503;;fermé;fermé;fermé;08h30 12h - 14h 17h30;fermé;fermé;fermé;t;2021-03-25;2021-03-25;https://vaccination-covid.keldoc.com/cabinet-medical/saint-benoit-97437/centre-de-vaccination-ephemere-station-de-trail-grand-ilet;0262 72 04 04 ;;Centre de vaccination éphémère;f;t;t;f;
2134;Centre de vaccination de Faverges-Seythenex;;0.99999862041838;74123_0020_00800;895;Rte d’Albertville;74210;74123;Faverges-Seythenex;45.7522;6.30451;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8140;18075;2021-05-31 20:00:03.457339;Oui;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-sante/faverges/centre-de-vaccination-de-faverges-seythenex?pid=practice-179054&enable_cookies_consent=1;;;;t;;f;f;
1558;EMV CV territorial du Haut Val d'Oise;2021-30;0.99999999999294;95313_0100_00009;9;Rue Chantepie Mancier;95290;95313;L'Isle-Adam;49.1142;2.22334;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18250;18250;2021-02-24 17:29:24.159633;EMV;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;;;;;EMV - Non ouvert à la réservation;;f;t;;{}
1705;Centre vaccinal de l’Eyrieux ;;0.99999429759483;07064_0010_00465;;ZI LA PALISSE;07160;07064;Le Cheylard;44.9121;4.43581;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;164;164;2021-03-11 09:53:41.457957;;fermé;13:00-17:30;13:00-17:00;13:00-17:00;fermé;fermé;fermé;t;;2021-03-09;https://www.maiia.com/centre-de-vaccination/07160-le-cheylard-/centre-de-vaccination-le-cheylard;+33800009110;;;t;f;f;f;{}
837;Centre de vaccination - CH Abbeville, Mairie Abbeville ;;0.9999998267821;80001_1060_00015;15;Rue Josse Van Robais;80100;80001;Abbeville;50.1076;1.8375;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-09 16:49:19.696442;;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:00;fermé;t;;2021-01-13;https://vaccination-covid.keldoc.com/centre-hospitalier/abbeville-80001/centre-hospitalier-abbeville-salle-des-fetes/centre-de-vaccination-du-centre-hospitalier-abbeville-salle-des-fetes;+33360761033;;;;;;;{}
1775;CP - US SAINT QUENTIN FALLAVIER / Etablissement spécialisé pour mineurs du Rhône;635533;0.84;69282_1100;"";Rue du Rambion;69330;69282;Meyzieu;45.7605;4.99769;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
386;Centre de vaccination - Clinique de Flandres;;0.99999882617463;59155_0390_00300;300;Rue des Forts;59210;59155;Coudekerque-Branche;51.0039;2.38384;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.472589;Le centre du bas est au rez-de-chaussée donc facilement accessible avec place de parking à proximité immédiate, le centre du haut est accessible via un ascenseur et donc sans marche;08:00-13:00/13:30-19:00;08:00-13:00/13:30-19:00;08:00-13:00/13:30-19:00;08:00-13:00/13:30-19:00;08:00-13:00/13:30-19:00;08:00-13:00/13:30-19:00;08:00-13:00/13:30-19:00;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/saint-saulve/centre-de-vaccination-covid-19-groupe-elsan?pid=practice-162480&enable_cookies_consent=1;03 92 04 34 71 ;+33328281107;;;;;f;{}
776;CDV31 Muret (Salle Agora);;0.99999994018403;31395_1460_00151;;Avenue des Pyrénées;31600;31395;Muret;43.4413;1.31424;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17220;17220;2021-05-28 18:08:35.584802;OUI;9h-19h;9h-19h;9h-19h;9h-19h;9h-19h;9h-19h;9h-19h;t;;2021-01-27;https://vaccination-covid.keldoc.com/cabinet-medical/muret-31600/muret-salle-horizon/centre-de-vaccination-de-muret-salle-horizon;+33800541919;;Salle Horizon Pyrénées;t;f;f;f;"{""Grand centre""}"
1645;"Centre de vaccination ""grand public"" villages vovéens";;0.99999999999517;28422_0230_00010;4;Rue Saint-Lubin;28150;28422;Les Villages Vovéens;48.2671;1.63062;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-05-04 09:28:47.626475;;fermé;fermé;9h-18h;fermé;fermé;fermé;fermé;;;2021-04-07;;08 05 02 14 00;;;;;t;;
957;CPTS des Collines de Valbonne - Site MSP Roquefort Les Pins - Salle Charvet;;0.99999975234042;06105_0356_00270;;Place Antoine Merle;06330;06105;Roquefort-les-Pins;43.6661;7.05025;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:02.843761;;8h-12h / 14h-18h;8h-12h / 14h-18h;8h-12h / 14h-18h;8h-12h / 14h-18h;8h-12h / 14h-18h;8h-12h;fermé;t;;2021-01-18;https://partners.doctolib.fr/cabinet-pluridisciplinaire/le-rouret/cpts-des-collines-vaccination-covid??pid=practice-163943&enable_cookies_consent=1;06 25 75 36 27;;;;;;;
1706;Centre de vaccination - Ville de BETHUNE, Foyer Francois Albert;;1;62119_1000_00335;335;Rue Fernand Bar;62400;62119;Béthune;50.5326;2.63508;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:03.301375;;fermé;fermé;fermé;fermé;fermé;08:00-22:00;08:00-22:00;;2021-04-14;2021-03-06;https://partners.doctolib.fr/centre-de-sante/bethune/centre-de-vaccination-covid-19-bethune?pid=practice-175335&enable_cookies_consent=1;+33321214481;;;;;;;
536;CDV31 Labastide Saint Sernin;;0.99999989632589;31252_0190_00012;17;Rue Jean Pascal;31620;31252;Labastide-Saint-Sernin;43.7383;1.47053;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18108;18108;2021-02-11 11:37:09.989448;Oui;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;09:00-13:00;fermé;t;;2021-01-18;https://vaccination-covid.keldoc.com/cabinet-medical/labastide-st-sernin-31620/labastide-saint-sernin/centre-de-vaccination-de-labastide-saint-sernin;+33800541919;;;t;;;;{}
775;Centre de vaccination de Sarreguemines - CHS (salle des fêtes du CHS);;0.99999989501234;57631_0220_00003;1;Rue Calmette;57200;57631;Sarreguemines;49.0995;7.08284;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;14476;2021-05-31 20:00:02.727321;;9:00-17:30;9:00-17:30;9:00-17:30;9:00-17:30;9:00-17:30;fermé;fermé;t;;;https://partners.doctolib.fr/hopital-public/sarreguemines/ch-de-sarreguemines?speciality_id=5494&enable_cookies_consent=1;+33387345345;;;;;;;{}
781;Ville de Fontainebleau;;0.99999992390056;77186_0650_00003;Gymnase Lucien Martinel;Route de l'ermitage;77300;77186;Fontainebleau;48.4147;2.70326;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18991;2021-05-31 20:00:02.731739;;09h00-17h30;09h00-17h30;09h00-17h30;09h00-17h30;09h00-17h30;09h00-17h30;09h00-17h30;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/fontainebleau/vaccination-covid-19-ville-de-fontainebleau?pid=practice-168865&enable_cookies_consent=1;+33177038180;;;t;;f;;"{""Séc. Civ. concourant""}"
1759;Centre de vaccination - Maison de Santé Pluriprofessionnelle de Fruges;;0.99999947401543;62364_0225_00002;1;Avenue François Mitterrand;62310;62364;Fruges;50.5143;2.13007;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;20918;2021-05-31 20:00:03.323815;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-13;https://partners.doctolib.fr/centre-de-sante/fruges/centre-de-vaccination-maison-de-sante-pluriprofessionnelle-de-fruges?pid=practice-176732&enable_cookies_consent=1;;;;;;;;
1218;Centre de vaccination de la Ville de Rillieux-La-Pape - Ancienne salle des fêtes Verdun;2021-10-0156;0.99999983285833;69286_0735_00006;;Place de Verdun;69140;69286;Rillieux-la-Pape;45.8209;4.89701;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;11598;2021-05-31 20:00:03.033489;;fermé;10:00-16:30;10:00-16:30;10:00-16:30;10:00-15:30;fermé;fermé;;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/rillieux-la-pape/centre-de-vaccination-covid-19-de-rillieux-la-pape?pid=practice-184699&enable_cookies_consent=1;33423101010;;;;;;;
2492;Centre de vaccination de Persan;;0.99999998128718;95487_0270_00052_a;;Avenue Gaston Vermeire;95340;95487;Persan;49.1489;2.28059;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;20396;22780;2021-05-31 20:00:03.688775;;;;;;;;;t;;2021-05-10;https://partners.doctolib.fr/centre-de-sante/persan/centre-de-vaccination-covid-19-ville-de-persan?pid=practice-186656&enable_cookies_consent=1;;;;;;f;;
92;CH EU;;0.99999991926386;76255_0270_00004;4;Rue de Cleves;76260;76255;Eu;50.0502;1.42086;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;11533;2021-05-31 20:00:02.324411;;;;;;;;;t;;2021-01-08;https://partners.doctolib.fr/hopital-public/eu/centre-de-vaccination-covid-de-eu?speciality_id=5494&enable_cookies_consent=1;+33279461156;;;f;;;;{}
1663;EMV-Montreuil;;0.99999973376511;93048_4740_00001;1;Place Jean Jaures;93100;93048;Montreuil;48.8621;2.44139;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18279;18279;2021-05-31 20:00:03.26718;EMV;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;;https://partners.doctolib.fr/centre-de-sante/montreuil/centre-de-vaccination-de-la-ville-de-montreuil?pid=practice-175106&enable_cookies_consent=1;;;EMV non ouvert à la réservation;;;t;;
324;CENTRE DE VACCINATION AMBULATOIRE ALFORTVILLE;2021-258 modifiant l'arrêté 2021-96;0.99999998655585;94002_4790_00037;é-;rue Joseph Francheschi;94140;94002;Alfortville;48.8053;2.41793;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18237;2021-05-31 20:00:02.430578;;9h30-12h30 / 13h30-17h30;9h30-12h30 / 13h30-17h30;9h30-12h30 / 13h30-17h30;9h30-12h30 / 13h30-17h30;9h30-12h30 / 13h30-17h30;9h30-12h30 / 13h30-17h30;9h30-12h30 / 13h30-17h30;t;;2021-01-08;https://partners.doctolib.fr/centre-de-sante/alfortville/centre-de-vaccination-ambulatoire-d-alfortville-reserve-aux-professionnels-de-sante?speciality_id=5494&enable_cookies_consent=1;+33629796769;;;t;f;f;f;
525;Centre Hospitalier APT;;0.99999998362575;84003_0664_00225;225;Avenue de Marseille;84400;84003;Apt;43.8767;5.38271;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:02.566932;;13h-18h;13h-18h;13h-18h;13h-18h;13h-18h;fermé;fermé;t;;2021-01-14;https://partners.doctolib.fr/hopital-public/apt/centre-de-vaccination-covid-19-ch-pays-d-apt?pid=practice-164592?speciality_id=5494&enable_cookies_consent=1;+33490043401 / +330490013358;;;;;;;
1216;Centre de vaccination de la Plaine de l'Ain - Espace 1500;;0.99999990490563;01004_0598_00006;8;Rue du Savoir;01500;01004;Ambérieu-en-Bugey;45.961;5.34764;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18310;18310;2021-03-30 11:00:34.954732;OUI;08:30-12:30/14:00-18:00;08:30-12:30/14:00-18:00;08:30-12:30/14:00-18:00;08:30-12:30/14:00-18:00;08:30-12:30/14:00-18:00;fermé;fermé;t;;2021-01-19;https://www.maiia.com/centre-de-vaccination/01500-amberieu-en-bugey/centre-de-vaccination-de-la-plaine-de-l-ain;+33428640049;;;t;;f;f;{}
1648;"Centre de vaccination ""grand public"" Senonches";;0.99999996845184;28373_0120_00009;;rue du four Bannal;28250;28373;Senonches;48.5597;1.03789;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-05-31 20:00:03.257916;;fermé;fermé;fermé;14h-18h;fermé;fermé;fermé;;;2021-03-05;https://partners.doctolib.fr/centre-de-sante/la-loupe/centre-de-vaccination-covid-centre-de-la-loupe?pid=practice-175297&enable_cookies_consent=1;;;;;;f;;
907;Centre de vaccination - René Tys (entrée parking René Thys);;0.99999999575048;51454_6823_00004;;Avenue Paul Marchandeau;51100;51454;Reims;49.2437;4.02692;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;13424;2021-05-31 20:00:02.807762;;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;t;;2021-01-18;https://partners.doctolib.fr/vaccination-covid-19/reims/centres-de-vaccination-grand-reims?pid=practice-164809&enable_cookies_consent=1;+33326777879;;;;;;;"{""Séc. Civ. concourant""}"
1784;MA - US / Maison d'Arrêt de Lons-le-Saunier;101580;0.81;39300_0225;"";Pl de la Chevalerie;39000;39300;Lons-le-Saunier;46.6736;5.55799;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;;;;"";Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;"";"";"";USMP;f;;t;f;{USMP}
